"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2011","2011",21.4,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2012","2012",21.8,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2013","2013",22,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2014","2014",22.9,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2015","2015",23.1,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2016","2016",23.2,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2017","2017",23.7,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2018","2018",24.2,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","DEU","Germany","2019","2019",24.9,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2010","2010",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2011","2011",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2012","2012",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2013","2013",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2014","2014",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2015","2015",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2016","2016",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2017","2017",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2018","2018",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","GRC","Greece","2019","2019",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2010","2010",0,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2011","2011",0,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2012","2012",0,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2013","2013",0,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",0,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2015","2015",0,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2016","2016",0,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2017","2017",0,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2018","2018",0,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","HUN","Hungary","2019","2019",0,"E","Estimated value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2010","2010",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2011","2011",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2012","2012",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2013","2013",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2014","2014",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2015","2015",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2016","2016",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2017","2017",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2018","2018",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2019","2019",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ISL","Iceland","2020","2020",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2010","2010",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2011","2011",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2012","2012",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2013","2013",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2014","2014",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2016","2016",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2018","2018",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","IRL","Ireland","2020","2020",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2010","2010",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2011","2011",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2012","2012",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2013","2013",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2014","2014",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2015","2015",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2016","2016",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2017","2017",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2018","2018",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2019","2019",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2010","2010",48,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2011","2011",51.1,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2012","2012",56.5,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2013","2013",61,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2014","2014",63.2,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2015","2015",66.8,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2016","2016",67.8,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2017","2017",67.7,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2018","2018",70,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2019","2019",70.8,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","LUX","Luxembourg","2016","2016",65.4,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","LUX","Luxembourg","2017","2017",65.1,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","LUX","Luxembourg","2018","2018",65.3,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","LUX","Luxembourg","2019","2019",65.5,"P","Provisional value"
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2010","2010",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2011","2011",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2012","2012",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2013","2013",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2014","2014",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2015","2015",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2016","2016",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2017","2017",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2018","2018",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2019","2019",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2010","2010",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2011","2011",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2012","2012",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2013","2013",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2014","2014",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2015","2015",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2016","2016",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2017","2017",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2018","2018",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2019","2019",0,,
"PHINCMPI","Complementary private health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2010","2010",0,,
